timestamp,user,src_ip,domain,action,category,bytes_sent,bytes_received,status
2026-07-30T03:16:09,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:17:09,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:18:12,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:19:13,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:20:11,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:21:08,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:22:05,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:23:06,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:24:05,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:25:04,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:26:04,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:27:02,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:28:05,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:29:02,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:30:02,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:31:04,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:32:07,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:33:10,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:34:09,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:35:11,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:36:11,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:37:08,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:38:08,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:39:10,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:40:10,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:41:12,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:42:11,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:43:12,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:44:15,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:45:13,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:46:16,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:47:14,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:48:12,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:49:12,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:50:11,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:51:10,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:52:12,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:53:15,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:54:16,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:55:14,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:56:15,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:57:16,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:58:14,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T03:59:16,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:00:19,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:01:17,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:02:15,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:03:17,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:04:14,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:05:13,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:06:14,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:07:12,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:08:14,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:09:12,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:10:11,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
2026-07-30T04:11:14,svc-backup,10.0.1.99,sync-cdn.net,ALLOWED,uncategorized,256,512,200
